timestamp;match;market;designation;points;old_odd;new_odd;movement_pct
2026-07-25T14:45:53.880440+00:00;San Francisco Giants vs Los Angeles Angels;spread;away;1.5;-184;-182;0.39
2026-07-25T14:45:53.906730+00:00;Baltimore Orioles vs Atlanta Braves;moneyline;home;;-110;-107;1.34
2026-07-25T14:45:53.907430+00:00;Baltimore Orioles vs Atlanta Braves;moneyline;away;;102;-101;1.48
2026-07-25T14:45:53.908124+00:00;Baltimore Orioles vs Atlanta Braves;spread;home;-1.5;182;185;1.06
2026-07-25T14:45:53.908692+00:00;Baltimore Orioles vs Atlanta Braves;spread;away;1.5;-205;-209;0.63
2026-07-25T14:45:53.934413+00:00;Philadelphia Phillies vs New York Yankees;spread;home;1.5;-152;-153;0.26
2026-07-25T14:45:54.012664+00:00;Boston Red Sox vs Toronto Blue Jays;moneyline;home;;-104;-105;0.47
2026-07-25T14:45:54.013423+00:00;Boston Red Sox vs Toronto Blue Jays;moneyline;away;;-104;-103;0.48
2026-07-25T14:45:54.014122+00:00;Boston Red Sox vs Toronto Blue Jays;spread;home;-1.5;196;195;0.34
2026-07-25T14:45:54.014790+00:00;Boston Red Sox vs Toronto Blue Jays;spread;away;1.5;-222;-221;0.14
2026-07-25T14:45:54.015459+00:00;Boston Red Sox vs Toronto Blue Jays;total;over;7.5;-102;-101;0.49
2026-07-25T14:45:54.016097+00:00;Boston Red Sox vs Toronto Blue Jays;total;under;7.5;-110;-111;0.43
2026-07-25T14:45:54.209709+00:00;Detroit Tigers vs Kansas City Royals;total;under;8.0;-112;-111;0.42
2026-07-25T14:45:54.449084+00:00;San Francisco Giants vs Los Angeles Angels;moneyline;home;;-120;-121;0.38
2026-07-25T14:45:54.449746+00:00;San Francisco Giants vs Los Angeles Angels;moneyline;away;;111;112;0.47
2026-07-25T14:45:54.450415+00:00;San Francisco Giants vs Los Angeles Angels;spread;home;-1.5;164;163;0.38
2026-07-25T14:45:54.451005+00:00;San Francisco Giants vs Los Angeles Angels;spread;away;1.5;-184;-182;0.39
2026-07-25T14:45:54.475656+00:00;Baltimore Orioles vs Atlanta Braves;moneyline;home;;-110;-107;1.34
2026-07-25T14:45:54.476379+00:00;Baltimore Orioles vs Atlanta Braves;moneyline;away;;102;-101;1.48
2026-07-25T14:45:54.477071+00:00;Baltimore Orioles vs Atlanta Braves;spread;home;-1.5;182;185;1.06
2026-07-25T14:45:54.477696+00:00;Baltimore Orioles vs Atlanta Braves;spread;away;1.5;-205;-209;0.63
2026-07-25T14:45:54.502771+00:00;Philadelphia Phillies vs New York Yankees;spread;home;1.5;-152;-153;0.26
2026-07-25T14:45:54.583709+00:00;Boston Red Sox vs Toronto Blue Jays;moneyline;home;;-104;-105;0.47
2026-07-25T14:45:54.584643+00:00;Boston Red Sox vs Toronto Blue Jays;moneyline;away;;-104;-103;0.48
2026-07-25T14:45:54.585358+00:00;Boston Red Sox vs Toronto Blue Jays;spread;home;-1.5;196;195;0.34
2026-07-25T14:45:54.585969+00:00;Boston Red Sox vs Toronto Blue Jays;spread;away;1.5;-222;-221;0.14
2026-07-25T14:45:54.586673+00:00;Boston Red Sox vs Toronto Blue Jays;total;over;7.5;-102;-101;0.49
2026-07-25T14:45:54.587294+00:00;Boston Red Sox vs Toronto Blue Jays;total;under;7.5;-110;-111;0.43
2026-07-25T14:45:54.773256+00:00;Detroit Tigers vs Kansas City Royals;total;under;8.0;-112;-111;0.42
2026-07-25T14:46:54.708032+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;away;;107;108;0.48
2026-07-25T14:46:54.709030+00:00;Tampa Bay Rays vs Cleveland Guardians;spread;home;-1.5;171;170;0.37
2026-07-25T14:46:54.709814+00:00;Tampa Bay Rays vs Cleveland Guardians;spread;away;1.5;-192;-191;0.18
2026-07-25T14:46:55.274345+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;away;;107;108;0.48
2026-07-25T14:46:55.275213+00:00;Tampa Bay Rays vs Cleveland Guardians;spread;home;-1.5;171;170;0.37
2026-07-25T14:46:55.275814+00:00;Tampa Bay Rays vs Cleveland Guardians;spread;away;1.5;-192;-191;0.18
2026-07-25T14:47:54.853888+00:00;Washington Nationals vs Arizona Diamondbacks;spread;away;1.5;-158;-157;0.25
2026-07-25T14:47:55.438757+00:00;Washington Nationals vs Arizona Diamondbacks;spread;away;1.5;-158;-157;0.25
2026-07-25T14:49:56.499509+00:00;Pittsburgh Pirates vs Chicago Cubs;moneyline;away;;104;105;0.49
2026-07-25T14:49:56.500476+00:00;Pittsburgh Pirates vs Chicago Cubs;spread;away;1.5;-201;-202;0.16
2026-07-25T14:49:56.501202+00:00;Pittsburgh Pirates vs Chicago Cubs;total;over;7.5;-114;-111;1.26
2026-07-25T14:49:56.501844+00:00;Pittsburgh Pirates vs Chicago Cubs;total;under;7.5;101;-102;1.47
2026-07-25T14:49:56.806476+00:00;Pittsburgh Pirates vs Chicago Cubs;moneyline;away;;104;105;0.49
2026-07-25T14:49:56.807368+00:00;Pittsburgh Pirates vs Chicago Cubs;spread;away;1.5;-201;-202;0.16
2026-07-25T14:49:56.808123+00:00;Pittsburgh Pirates vs Chicago Cubs;total;over;7.5;-114;-111;1.26
2026-07-25T14:49:56.808835+00:00;Pittsburgh Pirates vs Chicago Cubs;total;under;7.5;101;-102;1.47
2026-07-25T14:51:57.358872+00:00;Milwaukee Brewers vs Colorado Rockies;moneyline;home;;-223;-224;0.14
2026-07-25T14:51:57.359602+00:00;Milwaukee Brewers vs Colorado Rockies;moneyline;away;;201;202;0.33
2026-07-25T14:51:57.738041+00:00;Chicago White Sox vs Houston Astros;total;over;8.5;-111;-110;0.43
4
2026-07-25T14:51:57.738734+00:00;Milwaukee Brewers vs Colorado Rockies;moneyline;away;;201;202;0.33
2026-07-25T14:51:57.738871+00:00;Chicago White Sox vs Houston Astros;total;under;8.5;-101;-102;0.49
2026-07-25T14:51:58.080727+00:00;Chicago White Sox vs Houston Astros;total;over;8.5;-111;-110;0.43
2026-07-25T14:51:58.081383+00:00;Chicago White Sox vs Houston Astros;total;under;8.5;-101;-102;0.49
2026-07-25T14:53:58.482477+00:00;New York Mets vs Los Angeles Dodgers;moneyline;home;;138;137;0.42
2026-07-25T14:53:58.483235+00:00;New York Mets vs Los Angeles Dodgers;moneyline;away;;-151;-149;0.53
2026-07-25T14:53:58.484006+00:00;New York Mets vs Los Angeles Dodgers;spread;home;1.5;-124;-125;0.36
2026-07-25T14:53:58.484605+00:00;New York Mets vs Los Angeles Dodgers;spread;away;-1.5;112;113;0.47
2026-07-25T14:53:58.794664+00:00;New York Mets vs Los Angeles Dodgers;moneyline;home;;138;137;0.42
2026-07-25T14:53:58.795284+00:00;New York Mets vs Los Angeles Dodgers;moneyline;away;;-151;-149;0.53
2026-07-25T14:53:58.795952+00:00;New York Mets vs Los Angeles Dodgers;spread;home;1.5;-124;-125;0.36
2026-07-25T14:53:58.796494+00:00;New York Mets vs Los Angeles Dodgers;spread;away;-1.5;112;113;0.47
2026-07-25T15:00:59.769756+00:00;Philadelphia Phillies vs New York Yankees;spread;away;-1.5;137;138;0.42
2026-07-25T15:00:59.824653+00:00;Detroit Tigers vs Kansas City Royals;moneyline;home;;-150;-151;0.26
2026-07-25T15:00:59.825518+00:00;Detroit Tigers vs Kansas City Royals;moneyline;away;;138;139;0.42
2026-07-25T15:00:59.826369+00:00;Detroit Tigers vs Kansas City Royals;spread;home;-1.5;137;136;0.42
2026-07-25T15:00:59.827042+00:00;Detroit Tigers vs Kansas City Royals;spread;away;1.5;-152;-151;0.26
2026-07-25T15:00:59.827801+00:00;Detroit Tigers vs Kansas City Royals;total;over;8.0;-101;100;0.5
2026-07-25T15:00:59.828515+00:00;Detroit Tigers vs Kansas City Royals;total;under;8.0;-111;-113;0.84
2026-07-25T15:01:00.063366+00:00;Philadelphia Phillies vs New York Yankees;spread;away;-1.5;137;138;0.42
2026-07-25T15:01:00.127410+00:00;Detroit Tigers vs Kansas City Royals;moneyline;home;;-150;-151;0.26
2026-07-25T15:01:00.128209+00:00;Detroit Tigers vs Kansas City Royals;moneyline;away;;138;139;0.42
2026-07-25T15:01:00.129005+00:00;Detroit Tigers vs Kansas City Royals;spread;home;-1.5;137;136;0.42
2026-07-25T15:01:00.129626+00:00;Detroit Tigers vs Kansas City Royals;spread;away;1.5;-152;-151;0.26
2026-07-25T15:01:00.130288+00:00;Detroit Tigers vs Kansas City Royals;total;over;8.0;-101;100;0.5
2026-07-25T15:01:00.130908+00:00;Detroit Tigers vs Kansas City Royals;total;under;8.0;-111;-113;0.84
2026-07-25T15:02:00.527634+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;home;;-116;-117;0.4
2026-07-25T15:02:00.855904+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;home;;-116;-117;0.4
2026-07-25T15:04:01.424611+00:00;Pittsburgh Pirates vs Chicago Cubs;spread;away;1.5;-202;-201;0.16
2026-07-25T15:04:01.599683+00:00;Washington Nationals vs Arizona Diamondbacks;spread;home;-1.5;142;141;0.41
2026-07-25T15:04:01.752396+00:00;Pittsburgh Pirates vs Chicago Cubs;spread;away;1.5;-202;-201;0.16
2026-07-25T15:04:01.956220+00:00;Washington Nationals vs Arizona Diamondbacks;spread;home;-1.5;142;141;0.41
2026-07-25T15:07:03.223201+00:00;Chicago White Sox vs Houston Astros;moneyline;home;;-117;-119;0.77
2026-07-25T15:07:03.223907+00:00;Chicago White Sox vs Houston Astros;moneyline;away;;108;110;0.96
2026-07-25T15:07:03.224614+00:00;Chicago White Sox vs Houston Astros;spread;home;-1.5;173;171;0.73
2026-07-25T15:07:03.225198+00:00;Chicago White Sox vs Houston Astros;spread;away;1.5;-194;-192;0.35
2026-07-25T15:07:03.732236+00:00;Chicago White Sox vs Houston Astros;moneyline;home;;-117;-119;0.77
2026-07-25T15:07:03.732939+00:00;Chicago White Sox vs Houston Astros;moneyline;away;;108;110;0.96
2026-07-25T15:07:03.733736+00:00;Chicago White Sox vs Houston Astros;spread;home;-1.5;173;171;0.73
2026-07-25T15:07:03.734492+00:00;Chicago White Sox vs Houston Astros;spread;away;1.5;-194;-192;0.35
2026-07-25T15:09:04.247703+00:00;New York Mets vs Los Angeles Dodgers;total;over;7.5;102;103;0.5
2026-07-25T15:09:04.248376+00:00;New York Mets vs Los Angeles Dodgers;total;under;7.5;-115;-116;0.4
2026-07-25T15:09:04.940853+00:00;New York Mets vs Los Angeles Dodgers;total;over;7.5;102;103;0.5
2026-07-25T15:09:04.941615+00:00;New York Mets vs Los Angeles Dodgers;total;under;7.5;-115;-116;0.4
2026-07-25T15:11:05.344839+00:00;St. Louis Cardinals vs Cincinnati Reds;moneyline;away;;-100;-101;0.5
2026-07-25T15:11:05.345898+00:00;St. Louis Cardinals vs Cincinnati Reds;spread;away;1.5;-209;-210;0.15
2026-07-25T15:11:05.376833+00:00;San Francisco Giants vs Los Angeles Angels;moneyline;away;;112;111;0.47
2026-07-25T15:11:05.377771+00:00;San Francisco Giants vs Los Angeles Angels;spread;home;-1.5;163;164;0.38
2026-07-25T15:11:05.378613+00:00;San Francisco Giants vs Los Angeles Angels;spread;away;1.5;-182;-183;0.19
2026-07-25T15:11:05.379375+00:00;San Francisco Giants vs Los Angeles Angels;total;over;9.0;-117;-114;1.21
2026-07-25T15:11:05.380219+00:00;San Francisco Giants vs Los Angeles Angels;total;under;9.0;104;101;1.47
2026-07-25T15:11:06.242926+00:00;St. Louis Cardinals vs Cincinnati Reds;moneyline;away;;-100;-101;0.5
2026-07-25T15:11:06.243706+00:00;St. Louis Cardinals vs Cincinnati Reds;spread;away;1.5;-209;-210;0.15
2026-07-25T15:11:06.274444+00:00;San Francisco Giants vs Los Angeles Angels;moneyline;away;;112;111;0.47
2026-07-25T15:11:06.275179+00:00;San Francisco Giants vs Los Angeles Angels;spread;home;-1.5;163;164;0.38
2026-07-25T15:11:06.275779+00:00;San Francisco Giants vs Los Angeles Angels;spread;away;1.5;-182;-183;0.19
2026-07-25T15:11:06.276427+00:00;San Francisco Giants vs Los Angeles Angels;total;over;9.0;-117;-114;1.21
2026-07-25T15:11:06.277016+00:00;San Francisco Giants vs Los Angeles Angels;total;under;9.0;104;101;1.47
2026-07-25T15:11:06.413659+00:00;Detroit Tigers vs Kansas City Royals;moneyline;home;;-151;-152;0.26
2026-07-25T15:11:06.414782+00:00;Detroit Tigers vs Kansas City Royals;moneyline;away;;139;140;0.42
2026-07-25T15:11:06.415904+00:00;Detroit Tigers vs Kansas City Royals;spread;home;-1.5;136;135;0.42
2026-07-25T15:11:06.416946+00:00;Detroit Tigers vs Kansas City Royals;spread;away;1.5;-151;-150;0.27
2026-07-25T15:12:06.261260+00:00;Detroit Tigers vs Kansas City Royals;moneyline;home;;-151;-152;0.26
2026-07-25T15:12:06.262013+00:00;Detroit Tigers vs Kansas City Royals;moneyline;away;;139;140;0.42
2026-07-25T15:12:06.262768+00:00;Detroit Tigers vs Kansas City Royals;spread;home;-1.5;136;135;0.42
2026-07-25T15:12:06.263431+00:00;Detroit Tigers vs Kansas City Royals;spread;away;1.5;-151;-150;0.27
2026-07-25T15:12:06.355080+00:00;Texas Rangers vs Seattle Mariners;moneyline;home;;101;100;0.5
2026-07-25T15:12:06.355861+00:00;Texas Rangers vs Seattle Mariners;spread;home;1.5;-176;-177;0.2
2026-07-25T15:12:06.356683+00:00;Texas Rangers vs Seattle Mariners;total;under;7.5;-114;-115;0.41
2026-07-25T15:12:06.439434+00:00;Baltimore Orioles vs Atlanta Braves;moneyline;home;;-107;-108;0.45
2026-07-25T15:12:06.440280+00:00;Baltimore Orioles vs Atlanta Braves;moneyline;away;;-101;-100;0.5
2026-07-25T15:12:06.441130+00:00;Baltimore Orioles vs Atlanta Braves;spread;home;-1.5;185;184;0.35
2026-07-25T15:12:06.441976+00:00;Baltimore Orioles vs Atlanta Braves;spread;away;1.5;-209;-208;0.16
2026-07-25T15:12:07.208934+00:00;Texas Rangers vs Seattle Mariners;moneyline;home;;101;100;0.5
2026-07-25T15:12:07.210187+00:00;Texas Rangers vs Seattle Mariners;spread;home;1.5;-176;-177;0.2
2026-07-25T15:12:07.211086+00:00;Texas Rangers vs Seattle Mariners;total;under;7.5;-114;-115;0.41
2026-07-25T15:12:07.257235+00:00;Baltimore Orioles vs Atlanta Braves;moneyline;home;;-107;-108;0.45
2026-07-25T15:12:07.257881+00:00;Baltimore Orioles vs Atlanta Braves;moneyline;away;;-101;-100;0.5
2026-07-25T15:12:07.258548+00:00;Baltimore Orioles vs Atlanta Braves;spread;home;-1.5;185;184;0.35
2026-07-25T15:12:07.259139+00:00;Baltimore Orioles vs Atlanta Braves;spread;away;1.5;-209;-208;0.16
2026-07-25T15:13:07.219750+00:00;Boston Red Sox vs Toronto Blue Jays;spread;away;1.5;-221;-220;0.14
2026-07-25T15:13:07.994045+00:00;Boston Red Sox vs Toronto Blue Jays;spread;away;1.5;-221;-220;0.14
2026-07-25T15:17:09.335659+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;home;;-117;-109;3.38
2026-07-25T15:17:10.299814+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;home;;-117;-109;3.38
2026-07-25T15:18:09.507452+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;home;;-117;-109;3.38
2026-07-25T15:18:09.508239+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;away;;108;101;3.37
2026-07-25T15:18:09.508921+00:00;Tampa Bay Rays vs Cleveland Guardians;spread;home;-1.5;170;179;3.33
2026-07-25T15:18:10.504329+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;home;;-117;-109;3.38
2026-07-25T15:18:10.505113+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;away;;108;101;3.37
2026-07-25T15:18:10.505823+00:00;Tampa Bay Rays vs Cleveland Guardians;spread;home;-1.5;170;179;3.33
2026-07-25T15:19:09.685293+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;away;;108;101;3.37
2026-07-25T15:19:10.709071+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;away;;108;101;3.37
2026-07-25T15:20:09.853788+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;away;;108;101;3.37
2026-07-25T15:20:09.854592+00:00;Tampa Bay Rays vs Cleveland Guardians;spread;home;-1.5;170;179;3.33
2026-07-25T15:20:09.855248+00:00;Tampa Bay Rays vs Cleveland Guardians;spread;away;1.5;-191;-201;1.71
2026-07-25T15:20:09.881785+00:00;Pittsburgh Pirates vs Chicago Cubs;moneyline;home;;-113;-114;0.41
2026-07-25T15:20:09.882609+00:00;Pittsburgh Pirates vs Chicago Cubs;total;over;7.5;-111;-110;0.43
2026-07-25T15:20:09.909832+00:00;Miami Marlins vs San Diego Padres;moneyline;home;;-132;-131;0.33
2026-07-25T15:20:09.910523+00:00;Miami Marlins vs San Diego Padres;spread;away;1.5;-177;-176;0.21
2026-07-25T15:20:09.911191+00:00;Miami Marlins vs San Diego Padres;total;over;8.0;-103;-106;1.39
2026-07-25T15:20:09.911779+00:00;Miami Marlins vs San Diego Padres;total;under;8.0;-109;-106;1.35
2026-07-25T15:20:10.919072+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;away;;108;101;3.37
2026-07-25T15:20:10.920074+00:00;Tampa Bay Rays vs Cleveland Guardians;spread;home;-1.5;170;179;3.33
2026-07-25T15:20:10.920836+00:00;Tampa Bay Rays vs Cleveland Guardians;spread;away;1.5;-191;-201;1.71
2026-07-25T15:20:10.955653+00:00;Pittsburgh Pirates vs Chicago Cubs;moneyline;home;;-113;-114;0.41
2026-07-25T15:20:10.956710+00:00;Pittsburgh Pirates vs Chicago Cubs;total;over;7.5;-111;-110;0.43
2026-07-25T15:20:10.989192+00:00;Miami Marlins vs San Diego Padres;moneyline;home;;-132;-131;0.33
2026-07-25T15:20:10.990082+00:00;Miami Marlins vs San Diego Padres;spread;away;1.5;-177;-176;0.21
2026-07-25T15:20:10.990851+00:00;Miami Marlins vs San Diego Padres;total;over;8.0;-103;-106;1.39
2026-07-25T15:20:10.991534+00:00;Miami Marlins vs San Diego Padres;total;under;8.0;-109;-106;1.35
2026-07-25T15:32:13.829346+00:00;Philadelphia Phillies vs New York Yankees;moneyline;home;;109;112;1.44
2026-07-25T15:32:13.830090+00:00;Philadelphia Phillies vs New York Yankees;moneyline;away;;-118;-121;1.14
2026-07-25T15:32:13.830834+00:00;Philadelphia Phillies vs New York Yankees;spread;home;1.5;-153;-150;0.79
2026-07-25T15:32:13.831414+00:00;Philadelphia Phillies vs New York Yankees;spread;away;-1.5;138;135;1.26
2026-07-25T15:32:13.832073+00:00;Philadelphia Phillies vs New York Yankees;total;over;9.0;-107;-108;0.45
2026-07-25T15:32:13.832681+00:00;Philadelphia Phillies vs New York Yankees;total;under;9.0;-105;-104;0.47
2026-07-25T15:32:14.189995+00:00;San Francisco Giants vs Los Angeles Angels;total;over;9.0;-114;-113;0.41
2026-07-25T15:32:14.190633+00:00;San Francisco Giants vs Los Angeles Angels;total;under;9.0;101;100;0.5
2026-07-25T15:32:14.266698+00:00;Boston Red Sox vs Toronto Blue Jays;moneyline;home;;-105;-106;0.46
2026-07-25T15:32:14.267449+00:00;Boston Red Sox vs Toronto Blue Jays;moneyline;away;;-103;-102;0.48
2026-07-25T15:32:14.268283+00:00;Boston Red Sox vs Toronto Blue Jays;spread;home;-1.5;195;194;0.34
2026-07-25T15:32:14.268907+00:00;Boston Red Sox vs Toronto Blue Jays;spread;away;1.5;-220;-219;0.14
2026-07-25T15:32:14.348385+00:00;Detroit Tigers vs Kansas City Royals;moneyline;home;;-152;-150;0.53
2026-07-25T15:32:14.349068+00:00;Detroit Tigers vs Kansas City Royals;moneyline;away;;140;138;0.83
2026-07-25T15:32:14.349794+00:00;Detroit Tigers vs Kansas City Royals;spread;home;-1.5;135;136;0.43
2026-07-25T15:32:14.350407+00:00;Detroit Tigers vs Kansas City Royals;spread;away;1.5;-150;-151;0.26
2026-07-25T15:32:14.424872+00:00;Texas Rangers vs Seattle Mariners;moneyline;home;;100;101;0.5
2026-07-25T15:32:14.574926+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;home;;-109;-110;0.43
2026-07-25T15:32:14.575823+00:00;Tampa Bay Rays vs Cleveland Guardians;spread;home;-1.5;179;178;0.36
2026-07-25T15:32:14.576506+00:00;Tampa Bay Rays vs Cleveland Guardians;spread;away;1.5;-201;-200;0.17
2026-07-25T15:32:14.988406+00:00;Philadelphia Phillies vs New York Yankees;moneyline;home;;109;112;1.44
2026-07-25T15:32:14.989094+00:00;Philadelphia Phillies vs New York Yankees;moneyline;away;;-118;-121;1.14
2026-07-25T15:32:14.989747+00:00;Philadelphia Phillies vs New York Yankees;spread;home;1.5;-153;-150;0.79
2026-07-25T15:32:14.990308+00:00;Philadelphia Phillies vs New York Yankees;spread;away;-1.5;138;135;1.26
2026-07-25T15:32:14.990970+00:00;Philadelphia Phillies vs New York Yankees;total;over;9.0;-107;-108;0.45
2026-07-25T15:32:14.991581+00:00;Philadelphia Phillies vs New York Yankees;total;under;9.0;-105;-104;0.47
2026-07-25T15:32:15.205870+00:00;San Francisco Giants vs Los Angeles Angels;total;over;9.0;-114;-113;0.41
2026-07-25T15:32:15.206521+00:00;San Francisco Giants vs Los Angeles Angels;total;under;9.0;101;100;0.5
2026-07-25T15:32:15.232781+00:00;Boston Red Sox vs Toronto Blue Jays;moneyline;home;;-105;-106;0.46
2026-07-25T15:32:15.233396+00:00;Boston Red Sox vs Toronto Blue Jays;moneyline;away;;-103;-102;0.48
2026-07-25T15:32:15.234074+00:00;Boston Red Sox vs Toronto Blue Jays;spread;home;-1.5;195;194;0.34
2026-07-25T15:32:15.234664+00:00;Boston Red Sox vs Toronto Blue Jays;spread;away;1.5;-220;-219;0.14
2026-07-25T15:32:15.263035+00:00;Detroit Tigers vs Kansas City Royals;moneyline;home;;-152;-150;0.53
2026-07-25T15:32:15.263688+00:00;Detroit Tigers vs Kansas City Royals;moneyline;away;;140;138;0.83
2026-07-25T15:32:15.264362+00:00;Detroit Tigers vs Kansas City Royals;spread;home;-1.5;135;136;0.43
2026-07-25T15:32:15.264957+00:00;Detroit Tigers vs Kansas City Royals;spread;away;1.5;-150;-151;0.26
2026-07-25T15:32:15.292710+00:00;Texas Rangers vs Seattle Mariners;moneyline;home;;100;101;0.5
2026-07-25T15:32:15.344691+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;home;;-109;-110;0.43
2026-07-25T15:32:15.345415+00:00;Tampa Bay Rays vs Cleveland Guardians;spread;home;-1.5;179;178;0.36
2026-07-25T15:32:15.346019+00:00;Tampa Bay Rays vs Cleveland Guardians;spread;away;1.5;-201;-200;0.17
2026-07-25T15:32:20.232898+00:00;Philadelphia Phillies vs New York Yankees;moneyline;away;;-112;-121;3.51
2026-07-25T15:32:24.256493+00:00;Philadelphia Phillies vs New York Yankees;spread;away;-1.5;144;135;3.69
2026-07-25T15:32:27.915680+00:00;Philadelphia Phillies vs New York Yankees;total;over;9.0;-101;-108;3.22
2026-07-25T15:33:14.994413+00:00;Miami Marlins vs San Diego Padres;moneyline;home;;-131;-125;2.08
2026-07-25T15:33:14.995110+00:00;Miami Marlins vs San Diego Padres;moneyline;away;;121;115;2.71
2026-07-25T15:33:14.995822+00:00;Miami Marlins vs San Diego Padres;spread;home;-1.5;158;164;2.33
2026-07-25T15:33:14.996410+00:00;Miami Marlins vs San Diego Padres;spread;away;1.5;-176;-183;1.39
2026-07-25T15:33:15.066592+00:00;Washington Nationals vs Arizona Diamondbacks;moneyline;home;;-139;-130;2.9
2026-07-25T15:33:15.067298+00:00;Washington Nationals vs Arizona Diamondbacks;moneyline;away;;128;120;3.51
2026-07-25T15:33:15.629354+00:00;Miami Marlins vs San Diego Padres;moneyline;home;;-131;-125;2.08
2026-07-25T15:33:15.630056+00:00;Miami Marlins vs San Diego Padres;moneyline;away;;121;115;2.71
2026-07-25T15:33:15.630795+00:00;Miami Marlins vs San Diego Padres;spread;home;-1.5;158;164;2.33
2026-07-25T15:33:15.631473+00:00;Miami Marlins vs San Diego Padres;spread;away;1.5;-176;-183;1.39
2026-07-25T15:33:15.662471+00:00;Washington Nationals vs Arizona Diamondbacks;moneyline;home;;-139;-130;2.9
2026-07-25T15:33:15.663355+00:00;Washington Nationals vs Arizona Diamondbacks;moneyline;away;;128;120;3.51
2026-07-25T15:34:15.308508+00:00;Pittsburgh Pirates vs Chicago Cubs;moneyline;home;;-114;-113;0.41
2026-07-25T15:34:15.309399+00:00;Pittsburgh Pirates vs Chicago Cubs;total;over;7.5;-110;-111;0.43
2026-07-25T15:34:15.494452+00:00;Washington Nationals vs Arizona Diamondbacks;moneyline;away;;128;120;3.51
2026-07-25T15:34:15.495160+00:00;Washington Nationals vs Arizona Diamondbacks;spread;home;-1.5;141;148;2.9
2026-07-25T15:34:15.495769+00:00;Washington Nationals vs Arizona Diamondbacks;spread;away;1.5;-157;-165;1.89
2026-07-25T15:34:15.844974+00:00;Pittsburgh Pirates vs Chicago Cubs;moneyline;home;;-114;-113;0.41
2026-07-25T15:34:15.845773+00:00;Pittsburgh Pirates vs Chicago Cubs;total;over;7.5;-110;-111;0.43
2026-07-25T15:34:15.970622+00:00;Washington Nationals vs Arizona Diamondbacks;moneyline;away;;128;120;3.51
2026-07-25T15:34:15.971336+00:00;Washington Nationals vs Arizona Diamondbacks;spread;home;-1.5;141;148;2.9
2026-07-25T15:34:15.971900+00:00;Washington Nationals vs Arizona Diamondbacks;spread;away;1.5;-157;-165;1.89
2026-07-25T15:38:17.964280+00:00;Minnesota Twins vs Athletics;spread;home;-1.5;128;129;0.44
2026-07-25T15:38:18.108276+00:00;Minnesota Twins vs Athletics;spread;home;-1.5;128;129;0.44
2026-07-25T15:41:20.065652+00:00;San Francisco Giants vs Los Angeles Angels;total;over;9.0;-113;-112;0.42
2026-07-25T15:41:20.066361+00:00;San Francisco Giants vs Los Angeles Angels;total;under;9.0;100;-100;0.0
2026-07-25T15:41:20.149918+00:00;Detroit Tigers vs Kansas City Royals;moneyline;home;;-150;-151;0.26
2026-07-25T15:41:20.150611+00:00;Detroit Tigers vs Kansas City Royals;moneyline;away;;138;139;0.42
2026-07-25T15:41:20.513976+00:00;San Francisco Giants vs Los Angeles Angels;total;over;9.0;-113;-112;0.42
2026-07-25T15:41:20.515402+00:00;San Francisco Giants vs Los Angeles Angels;total;under;9.0;100;-100;0.0
2026-07-25T15:41:20.599932+00:00;Detroit Tigers vs Kansas City Royals;moneyline;home;;-150;-151;0.26
2026-07-25T15:41:20.600698+00:00;Detroit Tigers vs Kansas City Royals;moneyline;away;;138;139;0.42
2026-07-25T15:42:20.786296+00:00;Texas Rangers vs Seattle Mariners;moneyline;home;;101;100;0.5
2026-07-25T15:42:20.787066+00:00;Texas Rangers vs Seattle Mariners;moneyline;away;;-109;-108;0.44
2026-07-25T15:42:21.292186+00:00;Texas Rangers vs Seattle Mariners;moneyline;home;;101;100;0.5
2026-07-25T15:42:21.292799+00:00;Texas Rangers vs Seattle Mariners;moneyline;away;;-109;-108;0.44
2026-07-25T15:47:23.399043+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;home;;-110;-111;0.43
2026-07-25T15:47:23.399782+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;away;;101;102;0.5
2026-07-25T15:47:23.400542+00:00;Tampa Bay Rays vs Cleveland Guardians;spread;home;-1.5;178;176;0.72
2026-07-25T15:47:23.401160+00:00;Tampa Bay Rays vs Cleveland Guardians;spread;away;1.5;-200;-198;0.34
2026-07-25T15:47:24.455214+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;home;;-110;-111;0.43
